,ranking,artist,song,year
3794,18.0,Celine Dion,It’s All Coming Back To Me Now,1996
3795,19.0,Eric Clapton,Change The World,1996
3796,20.0,LL Cool J,Hey Lover,1996
3797,21.0,LL Cool J,Loungin,1996
3798,22.0,Jann Arden,Insensitive,1996
3799,23.0,La Bouche,Be My Lover,1996
3800,24.0,Goo Goo Dolls,Name,1996
3801,25.0,Jewel,Who Will Save Your Soul,1996
3802,81.0,A Boogie Wit da Hoodie Featuring Kodak Black,Drowning,2017
3803,98.0,Ann Wilson and Robin Zander,Surrender To Me,1989
3804,99.0,Don Henley,The End Of The Innocence,1989
3805,100.0,Soul II Soul,Keep On Movin,1989
3806,81.0,Michael McDonald,I Keep Forgettin’,1982
3807,82.0,Kool and The Gang,Get Down On It,1982
3808,83.0,Ronnie Milsap,Any Day Now,1982
3809,84.0,Olivia Newton-John,Make A Move On Me,1982
3810,85.0,Kool and The Gang,Take My Heart,1982
3811,86.0,Diana Ross,Mirror Mirror,1982
3812,87.0,Go-Go’s,Vacation,1982
3813,88.0,Van Halen,(Oh) Pretty Woman,1982
3814,89.0,Pointer Sisters,Should I Do It,1982
3815,90.0,Billy Idol,Hot In The City,1982
3816,91.0,Kim Wilde,Kids In America,1982
3817,92.0,Little River Band,Man On Your Mind,1982
3818,93.0,Michael Murphy,What’s Forever For,1982
3819,94.0,Rolling Stones,Waiting On A Friend,1982
3820,95.0,Stevie Wonder,Do I Do,1982
3821,94.0,Doors,Love Her Madly,1971
3822,95.0,Richie Havens,Here Comes The Sun,1971
3823,96.0,Wadsworth Mansion,Sweet Mary,1971
3824,97.0,Brenda and The Tabulations,Right On The Tip Of My Tongue,1971
3825,98.0,Fifth Dimension,One Less Bell To Answer,1971
3826,99.0,Doors,Riders On The Storm,1971
3827,100.0,Perry Como,It’s Impossible,1971
3828,87.0,Bobby Vinton,Sealed With A Kiss,1972
3829,88.0,Todd Rundgren,I Saw The Light,1972
3830,89.0,Sailcat,Motorcycle Mama,1972
3831,90.0,Godspell,Day By Day,1972
3832,91.0,Yes,Roundabout,1972
3833,92.0,Jackson Browne,Doctor My Eyes,1972
3834,93.0,New Seekers,I’d Like To Teach The World To Sing,1972
3835,94.0,Don Mclean,Vincent / Castles In The Air,1972
3836,95.0,Detroit Emeralds,Baby Let Me Take You (In My Arms),1972
3837,96.0,Rick Springfield,Speak To The Sky,1972
3838,100.0,Aretha Franklin,Call Me,1970
3839,87.0,Elton John,Nikita,1986
3840,88.0,Phil Collins,Take Me Home,1986
3841,89.0,Run-D.M.C.,Walk This Way,1986
3842,90.0,Anita Baker,Sweet Love,1986
3843,91.0,Moody Blues,Your Wildest Dreams,1986
3844,92.0,Paul McCartney,Spies Like Us,1986
3845,93.0,Starpoint,Object Of My Desire,1986
3846,26.0,Enrique Iglesias,Bailamos,1999
3847,27.0,Busta Rhymes feat. Janet,What’s It Gonna Be?!,1999
3848,28.0,Everlast,What It’s Like,1999
3849,29.0,Lenny Kravitz,Fly Away,1999
3850,30.0,Sugar Ray,Someday,1999
3851,31.0,Divine,Lately,1999
3852,32.0,Shania Twain,That Don’t Impress Me Much,1999
3853,28.0,Air Supply,The One That You Love,1981
3854,29.0,Barbra Streisand and Barry Gibb,Guilty,1981
3855,30.0,Styx,The Best Of Times,1981
3856,31.0,Oak Ridge Boys,Elvira,1981
3857,1.0,Bryan Adams,(Everything I Do) I Do It For You,1991
3858,2.0,Color Me Badd,I Wanna Sex You Up,1991
3859,3.0,C+C Music Factory,Gonna Make You Sweat,1991
3860,4.0,Paula Abdul,Rush Rush,1991
3861,2.0,Tag Team,Whoomp! (There It Is),1993
3862,3.0,UB40,Can’t Help Falling In Love,1993
3863,4.0,Janet Jackson,That’s The Way Love Goes,1993
3864,5.0,Silk,Freak Me,1993
3865,29.0,Salt-N-Pepa,Shoop,1994
3866,30.0,Janet Jackson,"Any Time, Any Place / And On And On",1994
3867,31.0,Collective Soul,Shine,1994
3868,32.0,Michael Bolton,Said I Loved You…But I Lied,1994
3869,33.0,Enigma,Return To Innocence,1994
3870,34.0,Sheryl Crow,All I Wanna Do,1994
3871,17.0,Cristopher Cross,Ride Like The Wind,1980
3872,18.0,Diana Ross,Upside Down,1980
3873,19.0,K.C. and The Sunshine Band,Please Don’t Go,1980
3874,20.0,Styx,Babe,1980
3875,21.0,Billy Preston and Syreeta,With You I’m Born Again,1980
3876,22.0,Manhattans,Shining Star,1980
3877,23.0,Commodores,Still,1980
3878,24.0,Teri De Sario With K.C.,"Yes, I’m Ready",1980
3879,25.0,Dr. Hook,Sexy Eyes,1980
3880,21.0,Jennifer Paige,Crush,1998
3881,22.0,Backstreet Boys,Everybody (Backstreet’s Back),1998
3882,23.0,Aerosmith,I Don’t Want To Miss A Thing,1998
3883,19.0,Az Yet feat. Peter Cetera,Hard To Say I’m Sorry,1997
3884,20.0,Notorious B.I.G.,Mo Money Mo Problems,1997
3885,21.0,Verve Pipe,The Freshmen,1997
3886,22.0,Savage Garden,I Want You,1997
3887,23.0,BLACKstreet feat. Dr. Dre,No Diggity,1997
3888,24.0,Rome,I Belong To You (Every Time I See Your Face),1997
3889,25.0,Notorious B.I.G.,Hypnotize,1997
3890,22.0,Hootie and The Blowfish,Hold My Hand,1995
3891,23.0,Notorious B.I.G.,One More Chance-Stay With Me,1995
3892,24.0,Ini Kamoze,Here Comes The Hotstepper,1995
3893,25.0,Soul For Real,Candy Rain,1995
3894,26.0,Hootie and The Blowfish,Let Her Cry,1995
3895,27.0,Blessid Union Of Souls,I Believe,1995
3896,28.0,TLC,Red Light Special,1995
3897,29.0,Janet Jackson,Runaway,1995
3898,26.0,No Mercy,Where Do You Go,1996
3899,27.0,R. Kelly,I Can’t Sleep Baby (If I),1996
3900,28.0,Dishwalla,Counting Blue Cars,1996
3901,29.0,Alanis Morissette,You Learn / You Oughta Know,1996
3902,30.0,Joan Osborne,One Of Us,1996
3903,31.0,Natalie Merchant,Wonder,1996
3904,82.0,Hailee Steinfeld & Grey Featuring Zedd,Starving,2017
3905,96.0,Loverboy,Working For The Weekend,1982
3906,97.0,Greg Guidry,Goin’ Down,1982
3907,98.0,Christopher Cross,Arthur’s Theme,1982
3908,99.0,Kenny Rogers,Through The Years,1982
3909,100.0,Stevie Nicks,Edge Of Seventeen,1982
3910,97.0,Hillside Singers,I’d Like To Teach The World To Sing,1972
3911,98.0,Love Unlimited,Walking In The Rain With The One I Love,1972
3912,99.0,James Brown,"Good Foot, Pt. 1",1972
3913,100.0,Isley Bros.,Pop That Thang,1972
3914,94.0,Daryl Hall,Dreamtime,1986
3915,95.0,Force M.D.’s,Tender Love,1986
3916,96.0,Thompson Twins,King For A Day,1986
3917,97.0,Lionel Richie,Love Will Conquer All,1986
3918,98.0,George Michael,A Different Corner,1986
3919,99.0,Toto,I’ll Be Over You,1986
3920,33.0,Will Smith feat. Dru Hill and Kool Moe Dee,Wild Wild West,1999
3921,34.0,Red Hot Chili Peppers,Scar Tissue,1999
3922,35.0,Mariah Carey feat. Jay-Z,Heartbreaker,1999
3923,36.0,Mariah Carey,I Still Believe,1999
3924,37.0,98 Degrees,The Hardest Thing,1999
3925,38.0,LFO,Summer Girls,1999
3926,32.0,REO Speedwagon,Take It On The Run,1981
3927,33.0,Ronnie Milsap,No Gettin’ Over Me,1981
3928,34.0,Gino Vannelli,Living Outside Myself,1981
3929,35.0,Barbra Streisand,Woman In Love,1981
3930,36.0,Manhattan Transfer,Boy From New York City,1981
3931,37.0,Foreigner,Urgent,1981
3932,5.0,Timmy T,One More Try,1991
3933,6.0,EMF,Unbelievable,1991
3934,7.0,Extreme,More Than Words,1991
3935,8.0,Hi-Five,I Like The Way (The Kissing Game),1991
3936,9.0,Surface,The First Time,1991
3937,10.0,Amy Grant,"Baby, Baby",1991
3938,11.0,Boyz II Men,Motownphilly,1991
3939,6.0,SWV,Weak,1993
3940,7.0,Shai,If I Ever Fall In Love,1993
3941,8.0,Mariah Carey,Dreamlover,1993
3942,9.0,Wreckx-N-Effect,Rump Shaker,1993
3943,10.0,Snow,Informer,1993
3944,11.0,Dr. Dre,Nuthin’ But A “G” Thang,1993
3945,35.0,Crash Test Dummies,Mmm Mmm Mmm Mmm,1994
3946,36.0,Tevin Campbell,Can We Talk,1994
3947,37.0,Da Brat,Funkdafied,1994
3948,38.0,Meat Loaf,I’d Do Anything For Love (But I Won’t Do That),1994
3949,26.0,Robbie Dupree,Steal Away,1980
3950,27.0,Ambrosia,Biggest Part Of Me,1980
3951,28.0,Kenny Loggins,This Is It,1980
3952,29.0,Spinners,Cupid/I’ve Loved You For A Long Time,1980
3953,24.0,Public Announcement,Body Bumpin Yippie-Yi-Yo,1998
3954,25.0,Faith Hill,This Kiss,1998
3955,26.0,Uncle Sam,I Don’t Ever Want To See You Again,1998
3956,26.0,Babyface,Every Time I Close My Eyes,1997
3957,27.0,Dru Hill,In My Bed,1997
3958,28.0,Spice Girls,Say You’ll Be There,1997
3959,29.0,Robyn,Do You Know (What It Takes),1997
3960,30.0,Boyz II Men,4 Seasons Of Loneliness,1997
3961,31.0,Changing Faces,G.H.E.T.T.O.U.T.,1997
3962,32.0,Mariah Carey,Honey,1997
3963,33.0,Whitney Houston,I Believe In You And Me,1997
3964,30.0,Sheryl Crow,Strong Enough,1995
3965,31.0,Vanessa Williams,Colors Of The Wind,1995
3966,32.0,Mary J. Blige,Not Gon’ Cry,1996
3967,33.0,Coolio,Gangsta’s Paradise,1996
3968,34.0,112 feat. The Notorious B.I.G.,Only You,1996
3969,35.0,R. Kelly,Down Low (Nobody Has To Know),1996
3970,36.0,SWV,You’re The One,1996
3971,37.0,La Bouche,Sweet Dreams,1996
3972,38.0,Monica,Before You Walk Out Of My Life / Like This And Like That,1996
3973,83.0,Gucci Mane Featuring Drake,Both,2017
3974,100.0,Stevie Wonder,Go Home,1986
3975,39.0,Jay-Z feat. Amil (Of Major Coinz) and Ja,Can I Get A…,1999
3976,40.0,Third Eye Blind,Jumper,1999
3977,41.0,Lauryn Hil,Doo Wop (That Thing),1999
3978,42.0,Lou Bega,Mambo No. 5 (A Little Bit Of…),1999
3979,43.0,Tyrese,Sweet Lady,1999
3980,44.0,Whitney Houston,It’s Not Right But It’s Okay,1999
3981,45.0,‘N Sync,(God Must Have Spent) A Little More Time On You,1999
3982,38.0,Rod Stewart,Passion,1981
3983,39.0,Commodores,Lady (You Bring Me Up),1981
3984,40.0,Don Mclean,Crying,1981
3985,41.0,Marty Balin,Hearts,1981
3986,42.0,Diana Ross,It’s My Turn,1981
3987,12.0,Stevie B,Because I Love You (The Postman Song),1991
3988,13.0,Mariah Carey,Someday,1991
3989,14.0,Damn Yankees,High Enough,1991
3990,15.0,Bette Midler,From A Distance,1991
3991,16.0,Whitney Houston,All The Man That I Need,1991
3992,17.0,Jesus Jones,"Right Here, Right Now",1991
3993,18.0,Color Me Badd,I Adore Mi Amor,1991
3994,19.0,Janet Jackson,Love Will Never Do (Without You),1991
3995,20.0,Marky Mark and The Funky Bunch feat. Loleatta Holloway,Good Vibrations,1991
3996,12.0,Boyz II Men,In The Still Of The Nite,1993
3997,13.0,Jade,Don’t Walk Away,1993
3998,14.0,H-Town,Knockin’ Da Boots,1993
3999,15.0,Jodeci,Lately,1993
4000,16.0,Duice,Dazzey Duks,1993
4001,17.0,Robin S.,Show Me Love,1993
4002,18.0,Peabo Bryson and Regina Belle,A Whole New World,1993
4003,39.0,Drs,Gangsta Lean,1994
4004,40.0,"10,000 Maniacs",Because The Night,1994
4005,41.0,US3,Cantaloop,1994
4006,42.0,Tag Team,Whoomp! (There It Is),1994
4007,43.0,Melissa Etheridge,Come To My Window,1994
4008,30.0,Jermaine Jackson,Let’s Get Serious,1980
4009,31.0,Kenny Rogers and Kim Carnes,Don’t Fall In Love With A Dreamer,1980
4010,32.0,Christopher Cross,Sailing,1980
4011,33.0,Dan Fogelberg,Longer,1980
4012,34.0,Kenny Rogers,Coward Of The County,1980
4013,35.0,Kool and The Gang,Ladies Night,1980
4014,27.0,Montell Jordan,Let’s Ride,1998
4015,28.0,Marcy Playground,Sex And Candy,1998
4016,29.0,Robyn,Show Me Love,1998
4017,34.0,Freaknasty,Da’ Dip,1997
4018,35.0,Spice Girls,2 Become 1,1997
4019,36.0,Sister Hazel,All For You,1997
4020,37.0,112,Cupid,1997
4021,38.0,Paula Cole,Where Have All The Cowboys Gone?,1997
4022,39.0,Shawn Colvin,Sunny Came Home,1997
4023,32.0,Jon B.,Someone To Love,1995
4024,33.0,Hootie and The Blowfish,Only Wanna Be With You,1995
4025,34.0,Brownstone,If You Love Me,1995
4026,35.0,Martin Page,In The House Of Stone And Light,1995
4027,39.0,Deep Blue Something,Breakfast At Tiffany’s,1996
4028,40.0,Coolio,"1, 2, 3, 4 (Sumpin’ New)",1996
4029,41.0,Collective Soul,The World I Know,1996
4030,42.0,BLACKstreet (feat. Dr. Dre),No Diggity,1996
4031,43.0,3t,Anything,1996
4032,44.0,The Smashing Pumpkins,1979,1996
4033,45.0,TLC,Diggin’ On You,1996
4034,84.0,P!nk,What About Us,2017
4035,46.0,Shawn Mullins,Lullaby,1999
4036,47.0,112 feat. Lil’Z,Anywhere,1999
4037,48.0,K-Ci and JoJo,Tell Me It’s Real,1999
4038,49.0,Matchbox 20,Back 2 Good,1999
4039,50.0,Blaque,808,1999
4040,51.0,Tal Bachman,She’s So High,1999
4041,52.0,Ricky Martin,She’s All I Ever Had,1999
4042,43.0,Daryl Hall and John Oates,You Make My Dreams,1981
4043,44.0,Kenny Rogers,I Don’t Need You,1981
4044,45.0,Champaign,How ‘Bout Us,1981
4045,46.0,Pat Benatar,Hit Me With Your Best Shot,1981
4046,47.0,Greg Kihn Band,The Breakup Song,1981
4047,48.0,Alan Parsons Project,Time,1981
4048,49.0,Bruce Springsteen,Hungry Heart,1981
4049,50.0,Franke and The Knockouts,Sweetheart,1981
4050,21.0,Madonna,Justify My Love,1991
4051,22.0,Mariah Carey,Emotions,1991
4052,23.0,Roxette,Joyride,1991
4053,24.0,Karyn White,Romantic,1991
4054,25.0,Tara Kemp,Hold You Tight,1991
4055,26.0,Mariah Carey,I Don’t Wanna Cry,1991
4056,27.0,Wilson Phillips,You’re In Love,1991
4057,28.0,Amy Grant,Every Heartbeat,1991
4058,29.0,Ralph Tresvant,Sensitivity,1991
4059,19.0,Janet Jackson,If,1993
4060,20.0,SWV,I’m So Into You,1993
4061,21.0,Vanessa Willlams and Brian Mcknight,Love Is,1993
4062,22.0,Soul Asylum,Runaway Train,1993
4063,44.0,Changing Faces,Stroke You Up,1994
4064,45.0,Tevin Campbell,I’m Ready,1994
4065,46.0,Crystal Waters,100% Pure Love,1994
4066,47.0,Mariah Carey,Anytime You Need A Friend,1994
4067,48.0,Janet Jackson,Because Of Love,1994
4068,49.0,Cranberries,Linger,1994
4069,50.0,Beck,Loser,1994
4070,36.0,Kool and The Gang,Too Hot,1980
4071,37.0,S.O.S. Band,Take Your Time,1980
4072,38.0,Barbra Streisand and Donna Summer,No More Tears (Enough Is Enough),1980
4073,39.0,Kim Carnes,More Love,1980
4074,40.0,M,Pop Muzik,1980
4075,41.0,Pretenders,Brass In Pocket,1980
4076,42.0,"Ray, Goodman and Brown",Special Lady,1980
4077,43.0,Stevie Wonder,Send One Your Love,1980
4078,44.0,Shalamar,The Second Time Around,1980
4079,45.0,Cliff Richard,We Don’t Talk Anymore,1980
4080,30.0,Boyz II Men,A Song For Mama,1998
4081,31.0,Mase,What You Want,1998
4082,40.0,Tim McGraw and Faith Hill,It’s Your Love,1997
4083,41.0,Gina G,Ooh Aah… Just A Little Bit,1997
4084,42.0,Merril Bainbridge,Mouth,1997
4085,43.0,Allure feat. 112,All Cried Out,1997
4086,44.0,New Edition,I’m Still In Love With You,1997
4087,45.0,98 Degrees,Invisible Man,1997
4088,46.0,Lil’ Kim,Not Tonight,1997
4089,47.0,Bone Thugs-N-Harmony,Look Into My Eyes,1997
4090,48.0,702,Get It Together,1997
4091,49.0,Celine Dion,All By Myself,1997
4092,50.0,Celine Dion,It’s All Coming Back To Me Now,1997
4093,36.0,Luniz,I Got 5 On It,1995
4094,37.0,Brandy,Baby,1995
4095,38.0,Real McCoy,Run Away,1995
4096,39.0,Sophie B. Hawkins,As I Lay Me Down,1995
4097,40.0,Mokenstef,He’s Mine,1995
4098,41.0,Collective Soul,December,1995
4099,42.0,Method Man-Mary J. Blige,I’ll Be There For You-You’re All I Need To Get By,1995
4100,43.0,Diana King,Shy Guy,1995
4101,44.0,Melissa Etheridge,I’m The Only One,1995
4102,46.0,Monica,Why I Love You So Much / Ain’t Nobody,1996
4103,47.0,Total,Kissin’ You,1996
4104,48.0,Whitney Houston and Cece Winans,Count On Me,1996
4105,49.0,Mariah Carey,Fantasy,1996
4106,50.0,Hootie and The Blowfish,Time,1996
4107,51.0,Madonna,You’ll See,1996
4108,52.0,Az Yet,Last Night,1996
4109,53.0,Merril Bainbridge,Mouth,1996
4110,54.0,Color Me Badd,"The Earth, The Sun, The Rain",1996
4111,55.0,Joe,All The Things (Your Man Won’t Do),1996
4112,85.0,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,Swalla,2017
4113,53.0,Will Smith,Miami,1999
4114,54.0,Jewel,Hands,1999
4115,55.0,JT Money feat. Sole,Who Dat,1999
4116,56.0,Tim McGraw,Please Remember Me,1999
4117,57.0,Shania Twain,From This Moment On,1999
4118,58.0,Faith Evans,Love Like This,1999
4119,59.0,Jesse Powell,You,1999
4120,51.0,Terri Gibbs,Someone’s Knockin’,1981
4121,52.0,Leo Sayer,More Than I Can Say,1981
4122,53.0,Tierra,Together,1981
4123,54.0,Styx,Too Much Time On My Hands,1981
4124,55.0,Dottie West,What Are We Doin’ In Love,1981
4125,56.0,Journey,Who’s Crying Now,1981
4126,30.0,Cathy Dennis,Touch Me (All Night Long),1991
4127,31.0,Londonbeat,I’ve Been Thinking About You,1991
4128,32.0,Natural Selection,Do Anything,1991
4129,33.0,R.E.M.,Losing My Religion,1991
4130,34.0,Gloria Estefan,Coming Out Of The Dark,1991
4131,35.0,Lenny Kravitz,It Ain’t Over ‘Til It’s Over,1991
4132,36.0,C+C Music Factory,Here We Go,1991
4133,37.0,Celine Dion,Where Does My Heart Beat Now,1991
4134,23.0,Expose,I’ll Never Get Over You (Getting Over Me),1993
4135,24.0,Paperboy,Ditty,1993
4136,25.0,Snap,Rhythm Is A Dancer,1993
4137,26.0,Billy Joel,The River Of Dreams,1993
4138,27.0,Proclaimers,I’m Gonna Be (500 Miles),1993
4139,28.0,Spin Doctors,Two Princes,1993
4140,29.0,SWV,Right Here (Human Nature)-Downtown,1993
4141,30.0,Whitney Houston,I Have Nothing,1993
4142,51.0,Gin Blossoms,Found Out About You,1994
4143,52.0,Snoop Doggy Dogg,Gin And Juice,1994
4144,53.0,Immature,Never Lie,1994
4145,54.0,Bruce Springsteen,Streets Of Philadelphia,1994
4146,55.0,Domino,Getto Jam,1994
4147,46.0,Brothers Johnson,Stomp,1980
4148,47.0,Eagles,Heartache Tonight,1980
4149,48.0,Rocky Burnette,Tired Of Toein’ The Line,1980
4150,49.0,Dr. Hook,Better Love Next Time,1980
4151,32.0,Madonna,Frozen,1998
4152,33.0,Wyclef Jean,Gone Till November,1998
4153,34.0,Lsg,My Body,1998
4154,35.0,Chumbawamba,Tubthumping,1998
4155,51.0,Somethin’ For The People,My Love Is The Shhh!,1997
4156,52.0,No Mercy,Where Do You Go,1997
4157,53.0,Barbra Streisand and Bryan Adams,I Finally Found Someone,1997
4158,54.0,Foxy Brown feat. Jay-Z,I’ll Be,1997
4159,55.0,Sheryl Crow,If It Makes You Happy,1997
4160,56.0,Dru Hill,Never Make A Promise,1997
4161,57.0,Journey,When You Love A Woman,1997
4162,58.0,Magoo And Timbaland,Up Jumps Da Boogie,1997
4163,59.0,Toni Braxton,I Don’t Want To / I Love Me Some Him,1997
4164,60.0,Sheryl Crow,Everyday Is A Winding Road,1997
4165,45.0,Soul For Real,Every Little Thing I Do,1995
4166,46.0,BLACKstreet,Before I Let You Go,1995
4167,47.0,Notorious B.I.G.,Big Poppa / Warning,1995
4168,48.0,4 P.M.,Sukiyaki,1995
4169,56.0,Oasis,Wonderwall,1996
4170,57.0,Busta Rhymes,Woo-hah!! Got You All In Check / Everything Remains Raw,1996
4171,58.0,Groove Theory,Tell Me,1996
4172,59.0,Outkast,Elevators (Me & You),1996
4173,60.0,Blues Traveler,Hook,1996
4174,61.0,LL Cool J,Doin It,1996
4175,62.0,George Michael,Fastlove,1996
4176,63.0,Case feat. Foxxy Brown,Touch Me Tease Me,1996
4177,64.0,Kris Kross,Tonite’s Tha Night,1996
4178,65.0,Robert Miles,Children,1996
4179,86.0,Migos Featuring Gucci Mane,Slippery,2017
4180,60.0,Total feat. Missy Elliott,Trippin’,1999
4181,61.0,Silk,If You (Lovin’ Me),1999
4182,62.0,Lauryn Hill,Ex-Factor,1999
4183,63.0,Jordan Knight,Give It To You,1999
4184,64.0,Goo Goo Dolls,Black Balloon,1999
4185,65.0,Eric Benet feat. Tamia,Spend My Life With You,1999
4186,57.0,Police,"De Do Do Do, De Da Da",1981
4187,58.0,Gary U.S. Bonds,This Little Girl,1981
4188,59.0,Stevie Nicks With Tom Petty and The Heartbreakers,Stop Draggin’ My Heart Around,1981
4189,60.0,Delbert McClinton,Giving It Up For Your Love,1981
4190,61.0,Cliff Richard,A Little In Love,1981
4191,38.0,D.J. Jazzy Jeff and The Fresh Prince,Summertime,1991
4192,39.0,Scorpions,Wind Of Change,1991
4193,40.0,Rhythm Syndicate,P.A.S.S.I.O.N.,1991
4194,41.0,Paula Abdul,The Promise Of A New Day,1991
4195,42.0,Whitney Houston,I’m Your Baby Tonight,1991
4196,43.0,Firehouse,Love Of A Lifetime,1991
4197,31.0,Arrested Development,Mr. Wendal,1993
4198,32.0,Rod Stewart,Have I Told You Lately,1993
4199,33.0,Shanice,Saving Forever For You,1993
4200,34.0,Duran Duran,Ordinary World,1993
4201,35.0,Tony! Toni! Tone!,If I Had No Loot,1993
4202,36.0,Meat Loaf,I’d Do Anything For Love (But I Won’t Do That),1993
4203,56.0,Luther Vandross and Mariah Carey,Endless Love,1994
4204,57.0,Aaron Hall,I Miss You,1994
4205,58.0,Xscape,Understanding,1994
4206,50.0,Rupert Holmes,Him,1980
4207,51.0,Bob Seger and The Silver Bullet Band,Against The Wind,1980
4208,52.0,Donna Summer,On The Radio,1980
4209,53.0,Rolling Stones,Emotional Rescue,1980
4210,54.0,Herb Alpert,Rise,1980
4211,55.0,Air Supply,All Out Of Love,1980
4212,36.0,Lord Tariq and Peter Gunz,Deja Vu (Uptown Baby),1998
4213,37.0,‘N Sync,I Want You Back,1998
4214,38.0,Five,When The Lights Go Out,1998
4215,39.0,Jon B.,They Don’t Know,1998
4216,61.0,Mc Lyte,Cold Rock A Party,1997
4217,62.0,Ginuwine,Pony,1997
4218,63.0,Sarah McLachlan,Building A Mystery,1997
4219,64.0,Donna Lewis,I Love You Always Forever,1997
4220,65.0,White Town,Your Woman,1997
4221,66.0,Coolio,C U When U Get There,1997
4222,49.0,Brandy,I Wanna Be Down,1995
4223,50.0,Boyz II Men,I’ll Make Love To You,1995
4224,51.0,2Pac,Dear Mama / Old School,1995
4225,52.0,Jamie Walters,Hold On,1995
4226,53.0,Dr. Dre,Keep Their Heads Ringin’,1995
4227,54.0,Corona,The Rhythm Of The Night,1995
4228,55.0,Del Amitri,Roll To Me,1995
4229,56.0,Michael Jackson and Janet Jackson,Scream / Childhood,1995
4230,57.0,Jodeci,Freek’n You,1995
4231,58.0,Skee-lo,I Wish,1995
4232,66.0,Adam Clayton and Larry Mullen,Theme From Mission: Impossible,1996
4233,67.0,Bodeans,Closer To Free,1996
4234,68.0,No Doubt,Just A Girl,1996
4235,69.0,Aaliyah,If Your Girl Only Knew,1996
4236,70.0,D’angelo,Lady,1996
4237,87.0,Harry Styles,Sign Of The Times,2017
4238,66.0,Dru Hill,These Are The Times,1999
4239,67.0,Mark Chesnutt,I Don’t Want To Miss A Thing,1999
4240,68.0,98 Degrees,I Do (Cherish You),1999
4241,62.0,Neil Diamond,America,1981
4242,44.0,Roxette,Fading Like A Flower (Every Time You Leave),1991
4243,45.0,Tracie Spencer,This House,1991
4244,46.0,Extreme,Hole Hearted,1991
4245,47.0,Luther Vandross,Power Of Love-Love Power,1991
4246,48.0,Wilson Phillips,Impulsive,1991
4247,49.0,Michael Bolton,Love Is A Wonderful Thing,1991
4248,50.0,Rod Stewart,Rhythm Of My Heart,1991
4249,51.0,C+C Music Factory,Things That Make You Go Hmmmm…,1991
